feature_name,mean_abs_shap,native_gain,shap_share_pct,gain_share_pct,is_engineered
V223,0.005749329431661893,7511.583617687225,0.09398392105993895,0.0727926633033641,false
V307,0.005613571141214519,14458.94693851471,0.09176468895569159,0.14011762496236033,false
V23,0.0056008869550435445,3253.129425048828,0.09155734137438283,0.031525170586166815,false
M9,0.005574944763015996,7081.15958404541,0.09113326601800963,0.06862154395580217,false
V12,0.005515715153535804,10011.89459991455,0.0901650433743146,0.09702248017638927,false
V124,0.005503922553011696,5255.178073883057,0.08997227048663736,0.05092646605579189,false
fe_freq_card1_cumulative,0.005468264021712178,9982.069498062134,0.08938936275268297,0.09673345342682085,true
V20,0.005428873042225998,11549.296005249023,0.08874544092658009,0.1119210087099887,false
V217,0.005400901697009385,3454.020315170288,0.08828819513260955,0.03347194821251068,false
V158,0.005352695459167678,7448.552848815918,0.0875001708411224,0.07218184968938827,false
V320,0.0052425266273518805,32233.115995407104,0.08569924798295027,0.31236214349623026,false
V251,0.005209317602953866,2498.6224670410156,0.08515638218188618,0.02421345394295669,false
fe_miss_global_ratio,0.005187708534283981,9029.12250995636,0.08480314011632197,0.08749870975868121,true
V130,0.005159361532622433,15320.25787870586,0.08433975349043596,0.1484643492298248,false
V257,0.00502674220438552,13763.407644748688,0.08217183380098492,0.13337734751857966,false
fe_nov_email_both_present,0.004923048596731981,2241.806079864502,0.08047676101867726,0.021724717911514865,true
V52,0.004855519755527699,3912.528720855713,0.07937287136398795,0.03791522538221855,false
V35,0.004825891854760827,8006.582893371582,0.07888854596222704,0.07758956332394787,false
fe_miss_v_count,0.004778964161688772,3671.842502593994,0.0781214219604399,0.03558280232212891,true
fe_lag_amt_2,0.004770121359039398,10905.28534257412,0.07797686923024312,0.10568008086868956,true
V293,0.004690512482579464,2007.3495292663574,0.07667550801067598,0.019452664824497024,false
D12,0.004671325395718082,8894.122200012207,0.07636185792706457,0.08619045938062843,false
fe_dev_os_family,0.004641384090301311,11401.025119781494,0.07587240931950619,0.11048415688314946,true
V333,0.004416630366193428,8271.914254188538,0.07219837454457127,0.08016081559175113,false
id_03,0.004411320539465659,9647.56830406189,0.07211157514614466,0.09349189558379839,false
V141,0.004280262740185065,1639.9520263671875,0.06996918167082136,0.015892318020387253,false
V160,0.004161308587349608,8562.589772105217,0.06802464573098256,0.08297767102239793,false
V127,0.004080016228673695,8341.742162704468,0.0666957647351401,0.08083749839160835,false
fe_velo_log_time_since_prev_tx,0.003936712869111902,8699.008387804031,0.06435319386791698,0.08429966580622653,true
V13,0.0038933459433796824,12615.2027592659,0.06364427750243903,0.12225041398682455,false
V44,0.0038741066681199613,5957.413947537541,0.06332977429841279,0.05773163818888377,false
V332,0.0038140085896618695,2336.450538635254,0.06234735484779754,0.02264189098332974,false
fe_roll_card_amt_sum_1h,0.003804755513211231,8609.91060256958,0.0621960953979721,0.08343624400175173,true
V19,0.003782267084070899,7055.948263168335,0.061828478482954585,0.06837722807176985,false
V77,0.003706617378442622,5687.590622186661,0.06059183757613488,0.05511685554472702,false
V81,0.003670063968178639,2240.2896995544434,0.059994301312896486,0.021710023092556843,false
V324,0.0035700609877464167,5060.541072845459,0.05835955897808756,0.04904029312555315,false
V5,0.0035496031080415667,3351.070671081543,0.058025135325018413,0.03247429190449762,false
V261,0.003521885111054858,4219.890250682831,0.05757203099838298,0.040893780303770645,false
V74,0.003434262984210388,5455.405975341797,0.0561396776865161,0.05286681884378532,false
V58,0.003410139357736612,2987.4927310943604,0.055745330305114534,0.0289509594200266,false
V309,0.0033382594794590026,4022.7274355888367,0.054570314525250255,0.038983130413475016,false
V248,0.003266325896918046,3265.9994049072266,0.053394420845222654,0.03164988997401301,false
V48,0.0032521418003774597,2755.979991912842,0.05316255432488801,0.026707433988984595,false
V209,0.0032389076151882945,2367.288598060608,0.05294621594475252,0.022940734022418488,false
V79,0.0032221705437101723,1969.8625288009644,0.052672616106150164,0.01908938875089983,false
V64,0.003206930257081804,4035.804618835449,0.05242348411390018,0.039109857751607226,false
V61,0.003205811141450606,8933.70724105835,0.05240519000214512,0.08657406698075375,false
D7,0.0031826357834316785,1088.483112335205,0.05202634390461734,0.010548186473095538,false
D9,0.0031754766496326814,6248.167725086212,0.051909314001596464,0.06054925201181264,false
V276,0.0031476677322541,424.64967703819275,0.05145472340512138,0.004115161667073463,false
fe_roll_card_txn_count_1h,0.0031436407439639205,4086.3483867645264,0.051388894484710367,0.03959966331967431,true
V207,0.0030873334950395877,3163.474820137024,0.05046844348239632,0.030656352797388677,false
V205,0.003044241969491535,3646.8477115631104,0.049764029066141545,0.035340584768487504,false
V233,0.0029603323084543103,1740.6701889038086,0.04839236319574295,0.016868349662609604,false
V296,0.0029257681459105363,12768.463203430176,0.04782734503795095,0.12373561823636589,false
V34,0.002894935298933405,1480.4640808105469,0.04732332245744033,0.014346764790504644,false
V192,0.0028009825066562075,592.2513961791992,0.04578748216202894,0.005739343215391586,false
M8,0.002765142451227539,3912.368938446045,0.0452016070647277,0.037913676975419044,false
V164,0.0027605491009331557,3293.035475254059,0.045126519860802565,0.03191188899658516,false
V170,0.0027496777656324956,1296.3134350776672,0.04494880683689988,0.012562212206896734,false
V157,0.002693729820645619,1046.6508750915527,0.04403422935310583,0.010142801920930866,false
M2,0.0026764740070538812,3203.6064348220825,0.043752149670299736,0.0310452570903145,false
V227,0.002664980152298389,772.8778018951416,0.04356426036062379,0.007489743371227928,false
V323,0.0026121791597899895,5348.586494445801,0.04270112590802704,0.05183166102582623,false
fe_dev_category,0.002569455681840529,3872.723133087158,0.04200272794236246,0.03752948052527439,true
V4,0.0025088693837688626,4958.33890914917,0.04101232759690244,0.0480498804416949,false
id_32,0.0025046525682472487,7342.068484306335,0.04094339558286178,0.07114993939093042,false
V6,0.002485552932388047,2555.8181743621826,0.040631175055198275,0.02476772160172628,false
V72,0.0024416289946869985,1645.696783065796,0.039913153250637365,0.015947988856445963,false
V51,0.0024414738706687042,1413.1873970031738,0.03991061744821672,0.013694805198252266,false
V231,0.002431012733735485,6248.323257446289,0.0397396099108308,0.0605507592325661,false
addr2,0.002391797999162278,3241.6972999572754,0.03909856914906506,0.03141438504812503,false
V129,0.002357853703274401,4064.2309970855713,0.03854368391191154,0.03938532986058074,false
V338,0.002327304340537429,1042.8614234924316,0.03804429543017114,0.010106079401632845,false
V339,0.002311936366125107,1245.4272966384888,0.037793076133871166,0.01206908882163753,false
V200,0.0022777115694380817,5650.487464904785,0.0372336055680671,0.054757299188441265,false
V181,0.002258806491681845,552.7899932861328,0.03692456546928804,0.005356933758148825,false
V33,0.0021831703399524814,1629.6077995300293,0.035688146127188305,0.015792075001123267,false
V159,0.002172205904070987,6038.59856325388,0.03550891119403623,0.058518375673019235,false
V11,0.002168184456659641,2314.034906387329,0.035443172850017676,0.022424667338622764,false
fe_id_populated_count,0.002144824235029613,3294.287658214569,0.03506130479884485,0.03192402355266252,true
V78,0.0021423989285999606,6156.649920463562,0.03502165846952246,0.059662378473924665,false
V311,0.0021345876906786626,8710.741378307343,0.03489396866205852,0.08441336694712018,false
V337,0.0021015188560349223,1169.6844215393066,0.034353394533954834,0.011335085729168314,false
V96,0.0020489338778004918,3021.029456615448,0.03349379125289972,0.029275954480110285,false
V184,0.001990541140270467,811.3317222595215,0.03253924890153036,0.007862389596078252,false
V267,0.0019447536262969663,6193.343264102936,0.03179076333465401,0.060017963440419125,false
